Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,League,City,Mascot
Martin Springs,WES,25,9,9,0,0,47.0,47,28,36,21,10,3,4,0,0,0,5.36,1.45,188.0,0,0,0,2022,0.32584269662921345,68,141.0,23.22222222222222,0,100,Healthy,0,SOL,Westminster,Tarsier
Jonah Lopez,RIC,28,42,2,0,0,47.0,40,17,45,24,4,1,2,0,1,10,3.26,1.36,181.0,0,0,0,2022,0.3119266055045872,64,141.0,4.880952380952381,0,100,Healthy,0,SOL,Richmond County,Skink
Craig Suarez,APP,34,53,0,0,0,47.0,57,30,32,22,5,2,7,4,3,7,5.74,1.68,198.0,0,0,0,2022,0.358974358974359,79,141.0,4.150943396226415,0,100,Healthy,0,NNL,Appleton,Raven
Archie Call,SCR,32,44,0,0,0,47.0,36,20,54,25,2,2,2,2,1,5,3.83,1.3,177.0,0,0,0,2022,0.3023255813953489,61,141.0,4.590909090909091,0,100,Healthy,0,NNL,Scranton,Octopus
Danny Wacha,GRA,34,11,11,0,0,46.2,58,30,26,8,13,2,7,0,0,0,5.79,1.41,196.60000000000002,0,0,0,2022,0.31972789115646255,66,138.60000000000002,18.6,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Spencer Freeland,MEM,33,10,10,0,0,46.1,54,27,40,18,9,2,3,0,0,0,5.24,1.55,192.3,0,0,0,2022,0.34065934065934067,72,138.3,21.03,0,100,Healthy,0,NNL,Memphis,Thrush
Michael Karinchak,NOR,29,44,0,0,0,46.0,38,17,53,15,9,3,3,0,2,14,3.33,1.15,176.0,0,0,0,2022,0.2771084337349397,53,138.0,4.340909090909091,0,100,Healthy,0,NNL,Norwich,Guineafowl
Riley McNeil,HAR,29,32,0,0,0,46.0,40,21,37,17,7,0,2,0,1,3,4.11,1.24,178.0,0,0,0,2022,0.29245283018867924,57,138.0,6.09375,0,100,Healthy,0,SOL,Hartford,Zebra
Javy Hunter,FIT,30,45,0,0,0,45.2,35,21,44,12,8,3,4,0,4,11,4.14,1.03,170.60000000000002,0,0,0,2022,0.25558312655086846,47,135.60000000000002,4.057777777777778,0,100,Healthy,0,NNL,Fitchburg,Badger
Daniel Mills,CHI,30,60,0,0,0,45.1,28,25,49,32,0,3,1,0,1,10,4.96,1.32,163.3,0,0,0,2022,0.3055555555555555,60,135.3,3.2550000000000003,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Yairo Bellatti,CHA,29,39,0,0,0,45.0,50,24,49,17,4,4,3,0,2,3,4.8,1.49,185.0,0,0,0,2022,0.33184855233853006,67,135.0,5.17948717948718,0,100,Healthy,0,SOL,Chattanooga,Bee
Michael Alexander,BRI,33,55,0,0,0,45.0,37,14,38,23,2,3,2,5,2,13,2.8,1.33,172.0,0,0,0,2022,0.3071593533487298,60,135.0,3.5454545454545454,0,100,Healthy,0,NNL,Brighton,Swordtail
Jose Urshela,RIC,28,48,0,0,0,45.0,43,22,42,17,6,1,2,1,0,5,4.4,1.33,178.0,0,0,0,2022,0.3071593533487298,60,135.0,4.0625,0,100,Healthy,0,SOL,Richmond County,Skink
Jake Montas,GIL,26,39,0,0,0,44.2,39,23,32,20,8,4,2,1,1,13,4.63,1.32,171.60000000000002,0,0,0,2022,0.3055555555555555,59,132.60000000000002,4.912820512820513,0,100,Healthy,0,NNL,Gilbert,Gopher
Bennett Cabrera,HIG,28,46,0,0,0,44.2,56,29,35,22,5,1,1,1,2,5,5.84,1.75,188.60000000000002,0,0,0,2022,0.3684210526315789,78,132.60000000000002,4.578260869565218,0,100,Healthy,0,SOL,High Point,Giraffe
James Marsh,MEL,35,45,0,0,0,44.2,32,7,45,10,1,2,3,0,3,16,1.41,0.94,164.60000000000002,0,0,0,2022,0.23857868020304568,42,132.60000000000002,3.8800000000000003,0,100,Healthy,0,NNL,Melbourne,Koi
Tyler Cobb,APP,30,45,0,0,0,44.2,53,30,37,13,8,2,1,0,2,6,6.04,1.48,185.60000000000002,0,0,0,2022,0.33035714285714285,66,132.60000000000002,4.413333333333334,0,100,Healthy,0,NNL,Appleton,Raven
Sean Gregorius,SCR,30,35,1,0,0,44.2,40,19,45,23,5,2,0,0,1,1,3.83,1.41,172.60000000000002,0,0,0,2022,0.31972789115646255,63,132.60000000000002,5.588571428571429,0,100,Healthy,0,NNL,Scranton,Octopus
Jake McCormick,BRI,31,46,0,0,0,44.2,33,17,41,28,4,3,5,12,4,2,3.43,1.37,165.60000000000002,0,0,0,2022,0.3135011441647597,61,132.60000000000002,4.208695652173914,0,100,Healthy,0,NNL,Brighton,Swordtail
Sergio Manaea,SIO,31,50,0,0,0,44.2,38,19,52,17,5,4,4,4,5,12,3.83,1.23,170.60000000000002,0,0,0,2022,0.2907801418439716,55,132.60000000000002,3.7520000000000007,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Tyler Chisholm,WES,27,39,0,0,0,44.1,48,25,39,13,8,3,3,1,0,5,5.08,1.38,180.3,0,0,0,2022,0.3150684931506849,61,132.3,4.956410256410257,0,100,Healthy,0,NNL,Westminster,Tarsier
Magneuris Betts,APP,32,24,1,0,0,44.1,51,29,29,11,4,1,0,1,1,0,5.89,1.4,183.3,0,0,0,2022,0.3181818181818181,62,132.3,8.095833333333333,0,100,Healthy,0,NNL,Appleton,Raven
Chris Contreras,WES,25,11,9,0,0,44.1,50,28,32,12,7,3,2,0,0,0,5.68,1.4,182.3,0,0,0,2022,0.3181818181818181,62,132.3,17.663636363636364,0,100,Healthy,0,SOL,Westminster,Tarsier
William Sawamura,BRI,28,47,0,0,0,44.0,44,16,50,11,6,2,2,2,2,6,3.27,1.25,176.0,0,0,0,2022,0.29411764705882354,55,132.0,3.978723404255319,0,100,Healthy,0,NNL,Brighton,Swordtail
Mike Moreta,FAI,29,47,1,0,0,44.0,36,13,50,11,2,1,4,1,2,13,2.66,1.07,168.0,0,0,0,2022,0.2628992628992629,47,132.0,3.8085106382978724,0,100,Healthy,0,NNL,Fairfield,Puma
Eduard Barria,NEW,27,40,0,0,0,44.0,22,10,56,24,2,1,0,0,0,6,2.05,1.05,154.0,0,0,0,2022,0.2592592592592593,46,132.0,4.45,0,100,Healthy,0,SOL,Newport News,Horse
Cam Phillips,NAS,26,46,0,0,0,44.0,27,11,41,24,2,5,2,0,3,7,2.25,1.16,159.0,0,0,0,2022,0.2788461538461538,51,132.0,3.9782608695652173,0,100,Healthy,0,SOL,Nashville,Crow
Michael Arozarena,CHA,32,40,0,0,0,44.0,45,24,39,15,8,2,4,2,3,9,4.91,1.36,177.0,0,0,0,2022,0.3119266055045872,60,132.0,4.8,0,100,Healthy,0,SOL,Chattanooga,Bee
Cristian Fox,RAN,30,39,5,0,0,44.0,30,11,35,14,6,3,3,1,3,5,2.25,1.0,162.0,0,0,0,2022,0.25,44,132.0,4.512820512820513,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Freddie Llovera,MEM,32,42,0,0,0,43.2,26,17,36,29,3,4,2,1,0,8,3.5,1.26,155.60000000000002,0,0,0,2022,0.29577464788732394,55,129.60000000000002,4.395238095238096,0,100,Healthy,0,NNL,Memphis,Thrush
Johan Wilson,MEL,32,35,2,0,0,43.2,45,21,57,21,5,2,3,0,2,2,4.33,1.51,174.60000000000002,0,0,0,2022,0.3348115299334812,66,129.60000000000002,5.588571428571429,0,100,Healthy,0,NNL,Melbourne,Koi
Miguel Thompson,HIG,31,53,0,0,0,43.1,33,14,46,22,5,2,1,0,2,16,2.91,1.27,162.3,0,0,0,2022,0.29742388758782207,55,129.3,3.4773584905660377,0,100,Healthy,0,SOL,High Point,Giraffe
Shane Serven,HAR,28,10,8,0,0,43.0,59,37,31,16,3,0,5,0,0,0,7.74,1.74,188.0,0,0,0,2022,0.36708860759493667,75,129.0,20.4,0,100,Healthy,0,SOL,Hartford,Zebra
Michael Mills,APP,27,47,0,0,0,43.0,37,20,49,26,2,2,0,0,2,12,4.19,1.47,166.0,0,0,0,2022,0.3288590604026846,63,129.0,4.085106382978723,0,100,Healthy,0,NNL,Appleton,Raven
Brandon Hoeing,RAN,30,47,0,0,0,42.2,39,18,39,11,4,3,3,3,5,10,3.8,1.17,165.60000000000002,0,0,0,2022,0.2805755395683453,50,126.60000000000001,3.7574468085106387,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Eugenio Warren,CHI,29,29,0,0,0,42.2,46,15,33,16,5,2,3,0,2,0,3.16,1.45,172.60000000000002,0,0,0,2022,0.32584269662921345,62,126.60000000000001,6.50344827586207,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Trevor Hosmer,APP,28,38,0,0,0,42.2,44,27,48,22,3,3,1,1,2,7,5.7,1.55,170.60000000000002,0,0,0,2022,0.34065934065934067,66,126.60000000000001,5.06842105263158,0,100,Healthy,0,NNL,Appleton,Raven
Yasmani Soto,BRE,34,32,2,0,0,42.2,44,25,36,13,3,1,1,1,0,3,5.27,1.34,170.60000000000002,0,0,0,2022,0.30875576036866365,57,126.60000000000001,5.737500000000001,0,100,Healthy,0,SOL,Bremerton,Planarian
Miguel Lee,WES,27,28,6,0,0,42.1,39,17,33,14,8,1,3,1,0,0,3.61,1.25,165.3,0,0,0,2022,0.29411764705882354,53,126.30000000000001,6.403571428571429,0,100,Healthy,0,NNL,Westminster,Tarsier
Terrin Montas,OLY,28,43,0,0,0,42.0,47,21,44,12,5,1,1,1,1,7,4.5,1.4,173.0,0,0,0,2022,0.3181818181818181,59,126.0,4.3023255813953485,0,100,Healthy,0,NNL,Olympia,list
Bobby Rogers,PRO,32,42,0,0,0,41.1,37,20,48,9,1,1,5,28,7,0,4.35,1.11,160.3,0,0,0,2022,0.27007299270072993,46,123.30000000000001,4.030952380952381,0,100,Healthy,0,NNL,Provo,Duck breeds
Austin Strider,FAI,32,40,0,0,0,40.2,32,12,51,19,5,6,2,2,3,7,2.66,1.25,152.60000000000002,0,0,0,2022,0.29411764705882354,51,120.60000000000001,4.290000000000001,0,100,Healthy,0,NNL,Fairfield,Puma
Jordan Herrera,OGD,32,40,1,0,0,40.2,50,23,37,13,4,5,4,2,5,8,5.09,1.55,170.60000000000002,0,0,0,2022,0.34065934065934067,63,120.60000000000001,4.590000000000001,0,100,Healthy,0,NNL,Ogden,Ermine
Luis Ward,CHA,25,31,0,0,0,40.2,25,10,54,18,0,0,1,1,0,2,2.21,1.06,145.60000000000002,0,0,0,2022,0.2610837438423645,43,120.60000000000001,5.2774193548387105,0,100,Healthy,0,SOL,Chattanooga,Bee
Kervin Maldonado,NEW,27,42,0,0,0,40.2,25,18,52,21,5,0,5,3,2,12,3.98,1.13,145.60000000000002,0,0,0,2022,0.27360774818401934,46,120.60000000000001,3.9666666666666672,0,100,Healthy,0,SOL,Newport News,Horse
Matt McCutchen,PRO,39,33,1,0,0,40.2,45,20,35,10,9,1,2,0,1,2,4.43,1.35,165.60000000000002,0,0,0,2022,0.31034482758620696,55,120.60000000000001,5.321212121212122,0,100,Healthy,0,NNL,Provo,Duck breeds
Kevin Reynolds,HUN,37,40,0,0,0,40.1,38,11,37,9,6,2,0,2,2,4,2.45,1.17,158.3,0,0,0,2022,0.2805755395683453,47,120.30000000000001,4.1825,0,100,Healthy,0,SOL,Huntsville,Eel
Drew Sanchez,FAI,38,36,0,0,0,40.1,23,10,51,19,4,3,0,14,5,0,2.23,1.04,143.3,0,0,0,2022,0.25742574257425743,42,120.30000000000001,4.508333333333334,0,100,Healthy,0,NNL,Fairfield,Puma
Cooper Benintendi,SIO,28,32,0,0,0,40.1,40,23,32,12,7,3,1,0,0,3,5.13,1.29,160.3,0,0,0,2022,0.30069930069930073,52,120.30000000000001,5.384375,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Andrew Urias,BRE,25,9,9,0,0,40.0,43,22,27,16,6,0,3,0,0,0,4.95,1.48,163.0,0,0,0,2022,0.33035714285714285,59,120.0,19.88888888888889,0,100,Healthy,0,SOL,Bremerton,Planarian
Blake Peralta,BRI,26,15,3,0,0,40.0,38,25,35,17,5,2,2,1,0,1,5.63,1.38,158.0,0,0,0,2022,0.3150684931506849,55,120.0,11.666666666666666,0,100,Healthy,0,NNL,Brighton,Swordtail
Nathaniel Gallo,NEW,30,8,8,0,0,39.2,46,28,33,15,6,1,3,0,0,0,6.35,1.54,163.60000000000002,0,0,0,2022,0.3392070484581498,61,117.60000000000001,22.325000000000003,0,100,Healthy,0,SOL,Newport News,Horse
Yandy Guillorme,OLY,30,32,0,0,0,39.2,35,23,41,12,7,0,1,0,0,0,5.22,1.18,152.60000000000002,0,0,0,2022,0.2822966507177034,47,117.60000000000001,5.143750000000001,0,100,Healthy,0,NNL,Olympia,list
Alex Bazardo,SIO,32,44,0,0,0,39.2,36,19,34,21,2,0,4,8,2,4,4.31,1.44,153.60000000000002,0,0,0,2022,0.32432432432432434,57,117.60000000000001,3.9681818181818187,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Ryan Raleigh,GRA,30,41,0,0,0,39.1,29,14,39,20,1,3,4,2,4,18,3.2,1.25,146.3,0,0,0,2022,0.29411764705882354,49,117.30000000000001,4.05609756097561,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Steven Fairbanks,OLY,28,38,0,0,0,39.1,33,11,45,12,1,2,1,0,1,6,2.52,1.14,150.3,0,0,0,2022,0.2753623188405797,45,117.30000000000001,4.271052631578947,0,100,Healthy,0,NNL,Olympia,list
Jose Flores,HIG,27,8,8,0,0,39.1,46,25,28,8,4,1,7,0,0,0,5.72,1.37,163.3,0,0,0,2022,0.3135011441647597,54,117.30000000000001,21.4125,0,100,Healthy,0,SOL,High Point,Giraffe
Rafael Wong,OGD,30,22,4,0,0,39.1,35,20,26,17,5,5,2,0,0,3,4.58,1.32,152.3,0,0,0,2022,0.3055555555555555,52,117.30000000000001,7.695454545454546,0,100,Healthy,0,NNL,Ogden,Ermine
Taylor Chafin,HIG,29,10,5,0,0,39.1,40,25,22,15,4,1,3,0,0,0,5.72,1.4,157.3,0,0,0,2022,0.3181818181818181,55,117.30000000000001,17.23,0,100,Healthy,0,SOL,High Point,Giraffe
Jose Gurriel,NAS,27,38,0,0,0,39.0,22,9,62,21,2,2,0,3,1,8,2.08,1.1,139.0,0,0,0,2022,0.26829268292682934,43,117.0,4.2105263157894735,0,100,Healthy,0,SOL,Nashville,Crow
Brad Villar,CHA,28,29,0,0,0,38.2,26,9,38,14,3,1,1,0,0,2,2.09,1.03,140.60000000000002,0,0,0,2022,0.25558312655086846,40,114.60000000000001,5.331034482758621,0,100,Healthy,0,SOL,Chattanooga,Bee
Chris Carlson,SCR,27,35,1,0,0,38.1,32,23,39,13,10,0,2,1,0,1,5.4,1.17,146.3,0,0,0,2022,0.2805755395683453,45,114.30000000000001,4.551428571428572,0,100,Healthy,0,NNL,Scranton,Octopus
Tommy Peralta,SIO,36,44,0,0,0,38.1,27,18,51,30,5,5,1,1,3,12,4.23,1.49,141.3,0,0,0,2022,0.33184855233853006,57,114.30000000000001,3.8931818181818185,0,100,Healthy,0,SOL,Sioux Falls,Toucan
Jack Civale,GRA,33,28,1,0,0,38.1,34,11,32,24,2,2,0,0,0,2,2.58,1.51,148.3,0,0,0,2022,0.3348115299334812,58,114.30000000000001,6.153571428571429,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Cesar Okert,BRE,26,10,8,0,0,37.2,50,31,32,15,12,2,4,0,0,0,7.41,1.73,161.60000000000002,0,0,0,2022,0.3657505285412262,65,111.60000000000001,17.660000000000004,0,100,Healthy,0,SOL,Bremerton,Planarian
Josh Thaiss,FAI,25,9,8,0,0,37.2,35,13,30,20,4,2,2,0,0,0,3.11,1.46,146.60000000000002,0,0,0,2022,0.3273542600896861,55,111.60000000000001,18.511111111111113,0,100,Healthy,0,NNL,Fairfield,Puma
Nick Merryweather,CHI,29,42,0,0,0,37.2,37,27,43,29,3,3,3,3,3,5,6.45,1.75,148.60000000000002,0,0,0,2022,0.3684210526315789,66,111.60000000000001,4.2285714285714295,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Wily Ray,NAS,27,13,2,0,0,37.2,37,19,26,13,11,4,3,0,0,0,4.54,1.33,148.60000000000002,0,0,0,2022,0.3071593533487298,50,111.60000000000001,12.430769230769233,0,100,Healthy,0,SOL,Nashville,Crow
Andrew Wood,CHI,28,47,0,0,0,37.2,39,15,34,24,2,4,2,1,0,11,3.58,1.67,150.60000000000002,0,0,0,2022,0.3576017130620985,63,111.60000000000001,3.714893617021277,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Chuckie Moreno,WES,26,43,1,0,0,37.0,26,9,30,14,1,2,1,0,0,11,2.19,1.08,137.0,0,0,0,2022,0.2647058823529412,40,111.0,3.511627906976744,0,100,Healthy,0,SOL,Westminster,Tarsier
JT Sands,FAI,36,9,8,0,0,37.0,31,13,28,14,3,2,2,0,0,0,3.16,1.22,142.0,0,0,0,2022,0.2890995260663507,45,111.0,17.333333333333332,0,100,Healthy,0,NNL,Fairfield,Puma
Dylan Lamet,MEM,33,41,0,0,0,37.0,35,18,41,21,7,0,1,5,3,10,4.38,1.51,146.0,0,0,0,2022,0.3348115299334812,56,111.0,4.073170731707317,0,100,Healthy,0,NNL,Memphis,Thrush
Yency Hader,RIC,34,43,1,0,0,37.0,36,25,53,23,2,1,3,1,0,15,6.08,1.59,147.0,0,0,0,2022,0.34640522875817,59,111.0,3.953488372093023,0,100,Healthy,0,SOL,Richmond County,Skink
Tyler Wisler,BRE,37,40,5,0,0,36.2,27,12,45,10,5,2,1,1,3,9,2.95,1.01,135.60000000000002,0,0,0,2022,0.2518703241895262,37,108.60000000000001,3.6400000000000006,0,100,Healthy,0,SOL,Bremerton,Planarian
Eddie Heineman,SCR,27,10,8,0,0,36.2,46,31,29,24,8,1,6,0,0,0,7.61,1.91,154.60000000000002,0,0,0,2022,0.38900203665987776,70,108.60000000000001,17.860000000000003,0,100,Healthy,0,NNL,Scranton,Octopus
Chris Cessa,NEW,27,8,8,0,0,36.2,39,28,23,22,7,1,5,0,0,0,6.87,1.66,147.60000000000002,0,0,0,2022,0.3562231759656652,61,108.60000000000001,21.200000000000003,0,100,Healthy,0,SOL,Newport News,Horse
Jose Herget,HUN,25,9,7,0,0,36.1,26,14,42,27,6,3,0,0,0,0,3.47,1.46,134.3,0,0,0,2022,0.3273542600896861,53,108.30000000000001,17.922222222222224,0,100,Healthy,0,SOL,Huntsville,Eel
Paul DeJong,NEW,35,43,0,0,0,36.1,24,18,43,28,4,4,4,9,0,1,4.46,1.43,132.3,0,0,0,2022,0.3227990970654628,52,108.30000000000001,3.7279069767441864,0,100,Healthy,0,SOL,Newport News,Horse
Juan Pena,SCR,30,39,0,0,0,36.0,37,26,40,22,6,2,3,3,3,4,6.5,1.64,145.0,0,0,0,2022,0.35344827586206895,59,108.0,4.282051282051282,0,100,Healthy,0,NNL,Scranton,Octopus
Bryan Bassitt,GIL,27,9,8,0,0,36.0,36,17,33,22,4,2,1,0,0,0,4.25,1.61,144.0,0,0,0,2022,0.3492407809110629,58,108.0,18.444444444444443,0,100,Healthy,0,NNL,Gilbert,Gopher
Chase Mills,NEW,33,39,0,0,0,35.2,29,16,48,9,5,2,6,16,3,0,4.04,1.07,134.60000000000002,0,0,0,2022,0.2628992628992629,38,105.60000000000001,3.6820512820512827,0,100,Healthy,0,SOL,Newport News,Horse
Eric Brinson,MEL,28,10,7,0,0,35.2,42,16,20,9,5,1,3,0,0,0,4.04,1.43,147.60000000000002,0,0,0,2022,0.3227990970654628,51,105.60000000000001,15.660000000000002,0,100,Healthy,0,NNL,Melbourne,Koi
Luis Lux,HUN,28,33,0,0,0,35.1,18,4,33,10,2,0,0,1,1,8,1.02,0.79,123.30000000000001,0,0,0,2022,0.20844327176781002,28,105.30000000000001,4.03939393939394,0,100,Healthy,0,SOL,Huntsville,Eel
Christian Ibanez,CHA,31,25,0,0,0,35.0,23,11,31,16,7,2,2,0,2,2,2.83,1.11,128.0,0,0,0,2022,0.27007299270072993,39,105.0,5.76,0,100,Healthy,0,SOL,Chattanooga,Bee
Kirby Norwood,BRE,27,35,0,0,0,35.0,27,15,28,13,5,3,1,13,4,0,3.86,1.14,132.0,0,0,0,2022,0.2753623188405797,40,105.0,4.142857142857143,0,100,Healthy,0,SOL,Bremerton,Planarian
Jean Gonzalez,RAN,29,19,0,0,0,35.0,38,13,17,16,4,2,2,0,2,0,3.34,1.54,143.0,0,0,0,2022,0.3392070484581498,54,105.0,8.368421052631579,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Luis Heredia,RAN,26,10,3,0,0,35.0,54,25,29,12,5,2,5,0,0,0,6.43,1.89,159.0,0,0,0,2022,0.38650306748466257,66,105.0,17.1,0,100,Healthy,0,SOL,Rancho Cucamonga,Gazelle
Jesus Perez,FIT,28,30,0,0,0,35.0,28,11,40,15,2,2,1,1,2,4,2.83,1.23,133.0,0,0,0,2022,0.2907801418439716,43,105.0,4.933333333333334,0,100,Healthy,0,NNL,Fitchburg,Badger
Packy Sanchez,HIG,25,7,7,0,0,34.2,32,19,33,10,5,2,2,0,0,0,4.93,1.21,134.60000000000002,0,0,0,2022,0.28741092636579574,42,102.60000000000001,20.657142857142862,0,100,Healthy,0,SOL,High Point,Giraffe
Chuckie Anderson,GIL,25,22,1,0,0,34.2,20,8,27,14,3,1,1,1,0,0,2.08,0.98,122.60000000000001,0,0,0,2022,0.24623115577889446,34,102.60000000000001,6.20909090909091,0,100,Healthy,0,NNL,Gilbert,Gopher
Geraldo Kershaw,SCR,29,33,0,0,0,34.2,38,18,48,18,3,1,2,1,2,3,4.67,1.62,140.60000000000002,0,0,0,2022,0.35064935064935066,56,102.60000000000001,4.806060606060607,0,100,Healthy,0,NNL,Scranton,Octopus
Brandon Lemoine,GIL,23,9,7,0,0,34.2,42,23,28,18,5,2,2,0,0,0,5.97,1.73,144.60000000000002,0,0,0,2022,0.3657505285412262,60,102.60000000000001,18.06666666666667,0,100,Healthy,0,NNL,Gilbert,Gopher
Scott Bradley,HUN,26,37,1,0,0,34.2,23,7,37,17,1,1,0,0,0,7,1.82,1.15,125.60000000000001,0,0,0,2022,0.2771084337349397,40,102.60000000000001,3.8540540540540547,0,100,Healthy,0,SOL,Huntsville,Eel
Luis Speier,SHR,27,13,4,0,0,34.1,43,18,23,9,3,1,3,0,0,1,4.72,1.51,145.3,0,0,0,2022,0.3348115299334812,52,102.30000000000001,11.86923076923077,0,100,Healthy,0,SOL,Shreveport,list
Kyle Alzolay,CHI,27,42,0,0,0,34.1,40,25,22,15,3,4,2,0,2,7,6.55,1.6,142.3,0,0,0,2022,0.3478260869565218,55,102.30000000000001,3.7452380952380957,0,100,Healthy,0,SOL,Chicago,Common names of poisonous animals
Duane Heaney,WES,29,8,7,0,0,34.1,33,20,20,10,8,0,3,0,0,0,5.24,1.25,135.3,0,0,0,2022,0.29411764705882354,43,102.30000000000001,18.1625,0,100,Healthy,0,SOL,Westminster,Tarsier
Ty Rojas,HIG,29,34,0,0,0,34.1,23,13,34,18,2,3,4,11,3,4,3.41,1.19,125.30000000000001,0,0,0,2022,0.2840095465393795,41,102.30000000000001,4.214705882352941,0,100,Healthy,0,SOL,High Point,Giraffe
Jonah Soler,FAI,29,11,5,0,0,34.0,33,19,36,20,12,2,3,0,0,0,5.03,1.56,135.0,0,0,0,2022,0.3421052631578947,53,102.0,14.090909090909092,0,100,Healthy,0,NNL,Fairfield,Puma
Kyle Crismatt,NEW,26,27,0,0,0,34.0,32,14,33,18,5,1,3,1,0,5,3.71,1.47,134.0,0,0,0,2022,0.3288590604026846,50,102.0,5.62962962962963,0,100,Healthy,0,SOL,Newport News,Horse
Blake Smyly,MEL,33,39,0,0,0,34.0,39,20,38,16,6,1,4,2,3,6,5.29,1.62,141.0,0,0,0,2022,0.35064935064935066,55,102.0,4.0256410256410255,0,100,Healthy,0,NNL,Melbourne,Koi
Beau Murphy,PRO,24,26,0,0,0,34.0,31,16,28,9,4,5,1,0,0,5,4.24,1.18,133.0,0,0,0,2022,0.2822966507177034,40,102.0,5.461538461538462,0,100,Healthy,0,NNL,Provo,Duck breeds
Josh Morejon,FIT,29,37,0,0,0,34.0,26,16,59,12,7,1,4,29,2,0,4.24,1.12,128.0,0,0,0,2022,0.2718446601941748,38,102.0,3.7837837837837838,0,100,Healthy,0,NNL,Fitchburg,Badger
Matt Flaherty,BRI,33,38,0,0,0,34.0,48,23,33,15,6,1,1,0,2,6,6.09,1.85,150.0,0,0,0,2022,0.3814432989690722,63,102.0,4.342105263157895,0,100,Healthy,0,NNL,Brighton,Swordtail
Trent Castillo,FAI,25,6,4,0,0,33.0,24,8,33,7,3,3,2,0,0,0,2.18,0.94,123.0,0,0,0,2022,0.23857868020304568,31,99.0,21.666666666666668,0,100,Healthy,0,NNL,Fairfield,Puma
Marco Semien,SCR,29,6,4,0,0,33.0,21,10,14,11,1,1,0,0,0,0,2.73,0.97,120.0,0,0,0,2022,0.2443324937027708,32,99.0,21.833333333333332,0,100,Healthy,0,NNL,Scranton,Octopus
Bryce Yepez,OGD,32,31,0,0,0,32.2,25,18,34,18,2,2,1,0,1,6,4.96,1.32,121.60000000000001,0,0,0,2022,0.3055555555555555,43,96.60000000000001,4.5032258064516135,0,100,Healthy,0,NNL,Ogden,Ermine
Derek Bush,GIL,33,28,0,0,0,32.2,42,24,16,11,5,0,0,0,0,1,6.61,1.62,138.60000000000002,0,0,0,2022,0.35064935064935066,53,96.60000000000001,5.342857142857143,0,100,Healthy,0,NNL,Gilbert,Gopher
Colin Strickland,GRA,25,7,7,0,0,32.2,23,11,27,13,2,2,2,0,0,0,3.03,1.1,119.60000000000001,0,0,0,2022,0.26829268292682934,36,96.60000000000001,18.942857142857147,0,100,Healthy,0,SOL,Grayslake,Cephalopod
Francisco Cronenworth,HIG,31,39,0,0,0,32.0,46,23,45,14,5,1,6,10,2,2,6.47,1.88,142.0,0,0,0,2022,0.38524590163934425,60,96.0,4.0,0,100,Healthy,0,SOL,High Point,Giraffe
Joc Kim,RIC,35,8,8,0,0,32.0,49,28,20,20,6,2,5,0,0,0,7.88,2.16,145.0,0,0,0,2022,0.4186046511627907,69,96.0,20.625,0,100,Healthy,0,SOL,Richmond County,Skink
Max Ashby,MEL,33,27,0,0,0,32.0,26,11,40,21,3,1,1,0,1,4,3.09,1.47,122.0,0,0,0,2022,0.3288590604026846,47,96.0,5.296296296296297,0,100,Healthy,0,NNL,Melbourne,Koi
Wilmer Falter,GIL,26,26,3,0,0,32.0,39,17,31,7,3,0,2,1,1,3,4.78,1.44,135.0,0,0,0,2022,0.32432432432432434,46,96.0,5.461538461538462,0,100,Healthy,0,NNL,Gilbert,Gopher
Edwin Ashcraft,OLY,30,7,7,0,0,31.1,47,29,16,8,6,3,3,0,0,0,8.33,1.76,140.3,0,0,0,2022,0.3697478991596639,55,93.30000000000001,21.185714285714287,0,100,Healthy,0,NNL,Olympia,list
Jordan Ashcraft,FAI,36,34,0,0,0,31.1,38,15,40,4,5,1,0,0,1,6,4.31,1.34,131.3,0,0,0,2022,0.30875576036866365,42,93.30000000000001,3.979411764705883,0,100,Healthy,0,NNL,Fairfield,Puma
David Bautista,SCR,27,7,7,0,0,31.0,32,21,21,17,11,1,3,0,0,0,6.1,1.58,125.0,0,0,0,2022,0.34497816593886466,49,93.0,20.285714285714285,0,100,Healthy,0,NNL,Scranton,Octopus
Joey Tucker,CHA,25,11,3,0,0,30.2,35,20,28,13,4,0,3,1,0,0,5.87,1.57,125.6,0,0,0,2022,0.3435448577680525,48,90.6,12.6,0,100,Healthy,0,SOL,Chattanooga,Bee
