Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
276170,Miguel Bird,SAN,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
574535,Josh Beck,RAC,3B,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
803249,Nick Lynch,MCH,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
1011685,Karl Suarez,ESC,1B,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
972170,George Bradley,GIL,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
915722,Denyi Harrison,STE,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
604855,David Lamb,RAC,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
989453,Jeff Greene,STE,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
182300,Cal Kuhnel,ROC,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
955231,Trey India,SAN,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
799935,Tyler France,DES,1B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
19331,Michael Grichuk,ESC,1B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
119694,Kole Zastryzny,SAN,2B,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
623804,Aledmys Winker,TAL,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
21677,Jake Bautista,RIC,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
644505,Nick Polanco,PAS,SS,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
488611,Jesus Waters,RAC,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
56877,Carlos Jackson,HAV,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
800236,Alec Brito,GRE,3B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
210240,Sammy Oller,MCH,1B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
994429,Shintaro Marte,BOI,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
934756,Josh Diaz,NEI,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
850400,Greg Sandoval,NAS,OF,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
949709,Corey Morris,HAV,3B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
57147,Gavin Sims,HAV,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
869993,Rico Stevenson,RIC,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
41797,Manny Burdick,STE,2B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
893779,Connor Ramirez,THO,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
465282,Seby Young,BIR,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
699119,Trent Taylor,GIL,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
696521,Austin Betts,MCH,1B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
250400,Santiago Rojas,ESC,2B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
643664,Jackson Moreno,DES,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
604586,Brandon Zimmermann,THO,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
391903,Paul Marquez,TAL,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
727085,Erik Davis,STE,3B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
42317,DL Perkins,TAL,SS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
746015,Sam Miller,FAY,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
30975,Sean Campbell,BOI,1B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
855110,Francisco Velasquez,SAN,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
301120,Zach Reyes,PAS,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['PAS'],['SOL'],2024,0,0,0,100,Active,0,Pasadena,Octopus
233642,Adolis Dixon,MEL,DH,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
101587,Brent Hays,TAL,3B,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
1027547,Kyle De Los Santos,ROC,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
467618,Byron Schneider,SAN,3B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
376386,Connor Cruz,NEI,2B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
968998,Zach Miller,ESC,SS,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
167187,Adrian Delay,RIC,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
727403,Gavin Carter,BIR,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
1036112,Gleyber Harper,NEW,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
389346,Nick Tarnok,BIR,3B,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
235361,AJ Perdomo,GIL,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
163964,Dean Melendez,TAL,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['TAL'],['ACB'],2024,0,0,0,100,Active,0,Tallahassee,Mandrill
749571,Bryse Staumont,BOI,SS,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
604271,Andre Wingenter,ROC,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
882434,Jeff Smith,DEN,2B,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
926179,Keegan Turnbull,SAN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
689034,Brandon Ford,NEW,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
193396,John Sabol,LEW,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
661115,Matt Vosler,DES,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
795195,Tyler Lange,DEN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
773552,Dallas Herget,SUN,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
897238,Luis Thompson,NEW,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
207025,Justin Englert,SUN,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
728730,Bryan Soriano,NAS,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
306476,Tommy Kennedy,SAN,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
870465,Bruce Benintendi,NAS,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
698163,Wandy Thielbar,NAS,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
73350,Taylor Baker,LEW,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
944115,Charlie Flexen,NAS,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
692232,Connor Toglia,GIL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['GIL'],['SOL'],2024,0,0,0,100,Active,0,Gilbert,Star-nosed mole
1035678,Willi Frazier,NEI,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
186991,Jake Gore,DEN,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['DEN'],['SOL'],2024,0,0,0,100,Active,0,Denver,Land snail
525796,Endy Burger,LEW,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
387520,Everson Graveman,RAC,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
60730,Tyler Ward,NEI,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
990635,Alex Happ,ESC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
471809,Mike Jackson,NEW,3B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
553653,Johnny Holmes,SAN,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
630166,Tommy Pagan,JAC,OF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
907159,Ryan McCormick,ESC,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
393470,Lawrence Correa,VIS,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
848650,Trevor Assad,NAS,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NAS'],['ACB'],2024,0,0,0,100,Active,0,Nashville,Shark
346253,Justin Sanmartin,BOI,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
767157,Scott Brogdon,SAN,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
746874,Connor Wade,RAC,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
1039664,Emmanuel Calhoun,SAN,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
611392,Sean Langeliers,LEW,3B,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
696738,Kyle Singleton,ESC,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
508805,Chase Francis,RAC,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
1035913,A.J. Ramirez,FAY,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
38217,Peyton Wade,RAC,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['RAC'],['SOL'],2024,0,0,0,100,Active,0,Racine,Hedgehog
203706,Carlos Smith-Njigba,JAC,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
826376,Brendan Eaton,FAY,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
267551,Nathan Straw,LEW,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['LEW'],['SOL'],2024,0,0,0,100,Active,0,Lewisville,Bird
367320,Sandy Nelson,SAN,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
382677,Oscar Rojas,MEL,OF,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
965185,Gus Kahnle,SAN,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SAN'],['ACB'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
8379,Enrique Cessa,JAC,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
1004961,Tommy Criswell,ESC,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
458527,Anthony De Leon,GRE,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['GRE'],['ACB'],2024,0,0,0,100,Active,0,Greenville,Hamster
312333,Yonny Soto,ESC,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
420856,Jon Pratto,BOI,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
453172,Ryan Haseley,DES,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
57493,Bryse Clemens,HAV,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
687974,Emmanuel Kikuchi,ERI,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
246569,Keaton Murfee,ESC,1B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
955464,Reynaldo Scherzer,ROC,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ROC'],['ACB'],2024,0,0,0,100,Active,0,Rockford,Turtle
798306,James Kirk,VIS,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['VIS'],['ACB'],2024,0,0,0,100,Active,0,Visalia,Tahr
78866,Ketel Cronin,NEI,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
116955,Brennan Helsley,STE,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
100607,Luke Bello,THO,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['THO'],['ACB'],2024,0,0,0,100,Active,0,Thousand Oaks,Sole
223440,Nick German,ERI,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
689614,Willi Ryan,BIR,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
61536,Aledmys Abrams,FAY,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
826850,Isaac Sale,MCH,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['MCH'],['SOL'],2024,0,0,0,100,Active,0,McHenry,Otter
770116,Michael Bradley,JAC,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
449880,Jared Liberatore,DES,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['DES'],['ACB'],2024,0,0,0,100,Active,0,Des Moines,Cattle
346413,Enmanuel Contreras,SUN,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['SUN'],['ACB'],2024,0,0,0,100,Active,0,Sunnyvale,Lamprey
218914,Akil Hentges,NEW,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
794226,Conner Zimmermann,JAC,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
46348,Jon Miller,JAC,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['JAC'],['ACB'],2024,0,0,0,100,Active,0,Jacksonville,Barnacle
899413,Josh Hentges,ESC,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
896668,Jake Scholtens,MEL,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['MEL'],['ACB'],2024,0,0,0,100,Active,0,Melbourne,Cattle
533139,Bo Smith,ERI,1B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ERI'],['ACB'],2024,0,0,0,100,Active,0,Erie,Ox
625704,Spencer Stanton,ESC,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['ESC'],['ACB'],2024,0,0,0,100,Active,0,Escondido,Python
614280,Jo Weathers,FAY,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['FAY'],['SOL'],2024,0,0,0,100,Active,0,Fayetteville,Viper
240448,Mickey Murphy,NEW,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['NEW'],['SOL'],2024,0,0,0,100,Active,0,Newport News,Cape buffalo
399643,Freddy Canha,SAN,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
890548,Tayler Gray,SAN,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['SAN'],['SOL'],2024,0,0,0,100,Active,0,Santa Rosa,Panthera hybrid
559440,Patrick Perez,HAV,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['HAV'],['ACB'],2024,0,0,0,100,Active,0,Havre de Grace,Earthworm
916361,Tomas Cessa,BOI,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BOI'],['SOL'],2024,0,0,0,100,Active,0,Boise City,Swordtail
514629,Shelby Robertson,RIC,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['RIC'],['ACB'],2024,0,0,0,100,Active,0,Richmond County,Llama
940018,Tyler Barrero,BIR,3B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['BIR'],['SOL'],2024,0,0,0,100,Active,0,Birmingham,Hermit crab
99121,Trey Willingham,NEI,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACB,['NEI'],['ACB'],2024,0,0,0,100,Active,0,Neilsville,Bat
535221,Jhony Freeland,STE,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOL,['STE'],['SOL'],2024,0,0,0,100,Active,0,Sterling Heights,Bovid
